LFPR,unemployment_rate,salary_expectation
67.82,33.84,28898
57.18,18.89,12702
37.39,35.43,18260
41.47,16.77,12902
42.88,16.82,46872
50.39,14.53,5173
49.07,32.29,9960
46.42,16.99,19387
37.18,29.38,8351
22.71,23.14,34671
52.26,17.1,45090
42.46,37.4,34241
47.11,11.71,45052
42.96,29.24,34604
45.88,17.62,45663
57.36,24.26,27988
56.61,13.7,5234
59.32,22.34,34295
57.82,24.6,48337
50.58,14.3,26355
41.64,32.06,44908
36.22,32.26,40641
22.99,24.52,35523
33.24,19.72,26879
43.07,17.16,39356
48.42,29.29,46294
34.74,35.33,37025
59.36,28.94,31791
54.31,12.87,8426
31.48,22.48,27020
33.12,21.36,6313
55.63,12.45,42472
49.8,15.24,20564
38.12,12.38,44482
60.86,10.64,22505
36.59,25.73,15753
36.03,29.88,30689
53.24,20.96,26212
33.39,33.25,21110
38.92,21.42,41608
65.96,26.71,48590
48.43,11.8,36269
54.82,12.56,39185
38.25,14.8,9934
38.55,27.03,42175
40.38,29.24,27960
49.69,20.37,25022
45.11,18.04,29484
42.61,24.77,12285
28.77,25.49,40926
45.58,9.89,43185
43.2,17.98,30862
49.13,24.22,19152
31.68,16.24,19701
54.27,17.56,30636
56.07,25.55,25402
51.65,16.97,32519
48.1,25.55,48865
56.14,23.88,15093
43.68,19.32,28937
56.13,25.89,34013
40.44,25.56,16809
43.3,33.52,35787
50.92,32.26,9581
37.94,18.06,18532
34.66,19.98,23349
32.14,25.24,29558
59.05,28.55,9274
49.66,20.17,29758
40.55,32.18,16544
49.49,23.92,42550
49.23,22.28,36601
57.9,21.36,5968
36.69,30.94,17058
47.93,40.51,14361
57.89,24.01,12608
34.78,14.86,26372
39.18,31.61,5379
38.39,29.23,37401
48.51,25.45,16505
61.09,19.17,18595
44.49,19.54,48368
48.42,19.49,46444
37.34,16.28,30519
44.97,19.38,8914
59.32,13.27,37433
43.26,28.41,38748
58.58,21.91,33704
38.52,28.67,8152
55.45,16.46,41023
48.46,26.71,19052
55.52,23.18,15505
39.24,32.66,13120
50.81,15.15,42984
62.63,12.2,42287
51.39,22.7,29757
34.52,11.0,28697
64.71,25.19,9239
33.28,31.55,9717
56.22,13.35,6748
36.42,28.48,32329
34.7,28.63,40338
41.91,25.64,20440
66.25,31.52,19485
50.95,19.09,23297
61.86,15.14,19464
40.34,35.58,33987
42.94,16.2,47987
55.89,30.25,26227
33.41,26.83,48158
41.38,21.37,44993
60.9,14.45,9799
48.39,25.26,22767
40.56,23.62,28245
67.72,12.49,8614
52.88,35.82,38964
47.72,16.37,39858
31.84,22.32,42172
47.49,28.67,9725
51.95,19.47,14494
40.84,25.25,13872
57.45,24.8,9996
50.55,14.22,44089
41.25,18.16,22116
37.89,15.89,35365
56.9,23.35,40317
31.51,17.66,11730
49.07,10.18,10053
50.12,24.02,29688
52.58,14.22,24451
52.62,28.02,24264
36.81,21.42,31247
39.92,21.77,17963
48.03,20.13,24155
65.39,6.09,42970
49.08,11.57,45834
58.41,24.54,37422
23.1,39.09,30944
48.92,19.6,15706
59.33,31.08,44869
45.99,15.36,5634
65.14,16.4,25015
64.35,23.88,37644
60.42,26.14,39079
35.46,25.64,10891
40.6,15.65,5156
29.73,25.36,32426
62.82,9.48,35694
49.1,7.5,39485
52.53,12.61,43702
53.53,30.85,13779
53.25,12.23,22635
47.19,15.06,26684
41.97,15.68,6767
31.15,19.24,38398
44.72,31.89,38735
59.93,21.92,29444
47.08,15.76,10403
54.41,27.65,34926
31.68,21.47,22594
52.66,20.38,35334
28.03,15.43,35001
49.51,13.2,47315
28.68,25.25,44461
38.44,27.63,34351
42.84,17.15,13017
45.25,16.79,8017
48.33,14.34,33897
61.07,27.35,19689
38.68,29.24,41806
56.79,23.95,20875
41.79,22.05,47160
60.98,15.66,37950
42.38,16.02,47417
31.72,18.92,36265
53.88,12.95,40052
41.39,22.21,16383
48.43,22.12,31140
60.48,33.53,30825
33.88,27.75,24212
55.71,26.27,46475
32.79,20.35,32729
59.4,14.86,23568
46.91,21.5,19870
66.02,17.03,40375
38.19,14.32,9002
62.77,25.37,29466
38.18,18.59,44523
48.74,25.52,29240
49.43,17.34,43463
38.34,33.11,29423
50.75,21.93,16356
23.03,24.45,12212
58.29,23.35,19573
32.33,13.12,17427
54.96,33.31,42768
58.71,20.18,12613
42.41,23.8,48539
45.44,29.9,38837
45.16,21.26,44480
36.43,17.48,33697
60.41,19.36,17648
44.37,16.19,39897
40.25,9.44,10727
47.72,31.22,34630
43.69,31.01,10156
31.38,12.74,32819
54.19,31.27,16483
38.25,33.1,21741
44.45,18.29,43447
55.16,19.86,18254
57.03,22.72,14131
54.25,20.45,10679
51.79,23.31,32077
27.03,19.7,40334
56.94,29.75,23842
47.41,20.38,44654
50.46,31.23,5257
31.79,23.5,37434
44.43,31.66,42042
31.74,31.69,34616
60.65,26.1,10855
41.02,23.7,45672
47.47,20.9,36213
47.88,22.39,22856
34.13,26.74,30399
56.48,30.78,35198
42.78,15.89,18556
54.74,19.45,18111
36.38,28.22,11871
39.24,30.12,43543
58.29,15.43,13694
67.5,20.39,20117
40.12,10.53,31003
39.8,14.95,38506
35.74,11.56,33109
48.22,23.75,24040
41.82,26.72,42241
48.23,15.73,8221
35.47,24.67,21447
41.67,22.64,9817
40.26,33.47,11926
53.18,19.34,42713
31.0,18.57,26577
53.54,20.79,25822
28.17,33.71,38407
58.84,17.97,47528
41.21,19.16,27677
53.3,11.89,45429
45.92,23.35,32581
58.73,15.19,42803
28.07,32.4,7984
24.76,14.93,31019
28.69,12.13,47843
23.48,21.95,8298
60.93,18.74,34181
44.98,13.45,43405
46.04,24.1,19131
23.78,18.85,11081
31.42,27.1,46301
48.13,14.44,22342
40.49,28.49,29364
43.18,15.03,33483
48.22,28.71,42113
60.13,18.57,36214
42.25,14.91,10606
50.62,16.14,14488
47.23,16.51,35075
38.47,32.9,26130
33.16,9.2,32845
59.74,17.69,18354
42.68,23.09,36764
48.08,27.6,22774
42.62,19.63,8485
34.69,18.95,25137
57.16,16.13,45740
34.92,23.68,19283
58.03,26.92,11473
41.18,34.81,25651
66.92,21.65,25881
35.17,24.11,18448
47.93,21.2,7996
56.14,13.99,44265
44.15,19.24,21253
48.42,20.35,26090
22.29,28.72,19101
37.82,23.01,12171
64.58,34.54,39960
51.36,31.78,27550
45.91,20.28,47894
54.04,18.45,40518
31.36,26.58,44733
57.72,18.01,36610
45.2,13.82,10333
37.84,16.34,32121
52.73,27.38,17817
48.44,27.12,40281
37.5,16.99,18170
32.4,31.54,41205
29.01,32.22,9073
28.19,30.4,44437
31.93,23.97,45758
54.71,41.32,8965
41.25,30.07,31441
30.65,29.35,44165
35.43,38.99,48368
38.04,23.37,10674
51.74,15.83,13377
44.24,22.35,38506
49.41,26.53,7225
60.28,20.72,19942
31.21,28.94,18383
43.59,29.51,37439
30.98,21.86,24698
40.21,14.79,36399
36.21,34.75,37270
61.75,30.82,28097
51.7,19.09,7542
44.85,25.89,5854
48.9,26.48,40924
61.16,14.29,34310
57.67,15.49,46730
34.88,15.6,11526
41.02,14.91,32167
50.28,23.63,37065
38.4,18.1,13722
42.93,23.56,46094
43.97,20.31,37875
41.22,14.75,29502
54.5,13.89,37806
56.05,15.23,33200
58.75,26.06,31051
29.03,31.19,36777
47.69,22.28,38380
38.7,24.72,40263
59.43,30.41,34087
34.78,35.84,45177
50.1,22.11,18992
28.26,30.48,45847
35.93,22.93,33211
33.88,21.03,29698
46.35,19.76,6775
64.65,11.12,13711
42.55,20.1,45268
48.71,21.86,11267
44.96,25.65,34047
48.81,26.88,36196
47.46,28.06,48366
34.17,23.41,26076
37.13,25.27,9423
59.22,26.9,15816
64.5,22.84,27726
59.71,31.23,15562
44.93,11.6,25554
44.89,22.52,23942
59.66,21.41,18650
32.78,19.94,30510
32.55,31.52,7199
40.15,14.89,31050
35.11,19.74,43439
30.49,17.57,14884
31.76,23.65,14513
31.27,26.32,41550
30.9,15.81,46263
45.03,20.97,25148
51.17,22.15,44651
37.65,22.98,32178
43.19,13.07,30313
48.17,15.18,8360
65.24,28.9,12611
44.99,25.82,21618
38.9,17.75,21683
53.37,20.11,11676
66.15,14.3,18327
43.35,20.58,26594
51.31,18.62,46289
52.65,8.14,6709
41.81,27.96,30997
37.22,22.13,15689
43.0,19.12,7262
53.9,27.82,24046
47.84,25.22,48543
43.35,27.05,44880
30.4,24.9,49924
42.12,31.52,34536
63.96,15.28,24252
48.52,23.73,34824
37.4,18.64,20892
48.05,23.06,27103
48.54,24.14,33348
56.79,20.88,11414
53.24,18.63,13256
28.53,20.79,6843
49.77,24.02,29019
33.16,23.8,38517
53.96,10.26,33495
40.11,28.09,20182
56.32,27.27,5440
48.41,20.63,12052
37.52,13.25,16734
32.03,12.79,42927
40.94,25.56,32674
41.65,18.09,16196
47.08,25.25,22337
50.29,19.47,35440
42.06,15.88,47959
36.41,13.73,33156
49.42,32.79,47590
46.73,12.04,40022
55.42,24.72,18666
56.79,21.34,28266
42.34,25.03,45927
30.96,19.57,24401
51.46,25.93,30835
42.2,15.17,31570
48.33,38.83,49511
54.99,17.11,21588
56.49,30.53,41591
51.85,22.05,49051
47.83,17.92,15127
44.81,33.68,47457
55.74,28.85,14535
39.92,32.9,46308
26.98,27.93,27531
48.56,18.56,23226
55.22,16.65,49616
30.6,24.89,8545
48.38,17.49,16428
46.77,20.72,18470
32.01,15.4,29470
64.73,21.26,11065
54.83,19.38,8497
36.33,30.57,19789
47.32,17.51,32222
59.29,21.01,43675
50.21,20.32,41090
60.8,17.55,7198
35.68,14.99,19390
48.71,20.3,35582
66.64,20.83,6270
49.7,16.64,23060
40.72,25.33,40568
22.22,26.28,37771
61.67,30.49,39706
37.54,17.57,38251
37.27,14.26,9698
35.13,28.41,36583
55.08,25.02,47559
53.83,24.9,30143
49.66,26.95,38325
49.96,11.19,12410
62.25,16.37,27185
35.01,19.21,22663
27.86,29.89,12502
55.32,18.75,23595
38.5,14.91,46045
28.96,16.41,36979
51.67,17.48,11769
54.62,24.68,38483
42.36,23.19,24162
47.88,26.35,48646
48.86,21.56,5621
61.53,15.64,17202
29.76,18.1,49774
49.33,19.11,23782
47.02,18.32,32293
43.88,26.3,5704
53.78,24.31,8854
43.91,21.32,46017
46.0,9.1,24150
36.95,13.67,40489
32.65,21.05,10217
57.88,35.92,14036
23.98,17.55,25855
31.44,12.41,36813
33.35,22.45,27874
32.21,24.19,30775
51.44,17.07,20871
57.83,17.63,34822
53.2,30.63,25198
46.73,24.0,41992
42.27,20.06,38611
60.37,13.63,35298
53.73,33.67,22869
54.58,15.58,20097
28.69,26.08,10108
64.41,17.08,5106
49.96,36.59,44672
38.74,29.68,42207
64.29,29.39,17695
38.27,18.72,24897
34.92,22.82,42166
46.31,17.68,44283
51.71,22.88,26885
39.02,29.97,31952
57.08,22.88,32073
25.68,23.54,18946
56.65,18.17,31920
38.11,18.59,13911
51.95,13.4,30095
41.8,19.75,22269
48.0,31.5,8617
45.93,8.33,14174
33.97,25.7,8695
35.44,33.54,46168
47.85,23.22,31647
50.4,31.55,33256
39.35,14.46,38660
30.13,15.95,15848
56.96,16.7,46767
58.14,16.88,14050
61.61,15.66,22301
52.51,22.86,22731
50.5,41.37,46304
38.66,21.68,30976
47.45,18.43,13669
27.7,29.92,49671
66.18,29.49,16496
47.41,23.43,6300
50.58,20.5,41775
41.01,19.47,45793
25.65,25.6,5651
34.55,30.0,46286
58.11,23.27,13486
47.92,26.51,43085
62.82,22.85,44330
50.39,29.49,7971
42.3,23.03,39498
25.87,21.91,46194
32.23,15.53,24629
39.53,19.13,17253
37.55,29.87,39666
49.54,25.01,37924
47.11,17.93,42793
60.95,16.28,17529
57.82,24.2,39800
58.31,15.76,40293
42.8,28.35,10270
63.85,29.41,15436
38.6,17.72,29932
50.72,36.67,32607
35.18,26.76,34446
37.26,27.32,37068
58.58,19.11,30801
40.33,30.01,10013
51.33,23.1,27803
53.63,35.98,28921
33.58,29.44,21223
56.87,30.79,41147
24.8,16.38,6991
64.86,14.62,38577
52.29,25.79,37119
51.22,25.26,42253
61.58,23.09,6507
40.17,23.36,26319
43.5,25.48,22372
45.97,12.8,20768
57.5,15.18,40809
36.51,17.42,27368
60.24,25.68,20075
38.54,18.33,28755
42.25,18.58,8627
39.76,26.65,39183
47.55,16.86,30184
48.49,16.33,8235
40.89,22.5,21325
45.17,15.13,21431
61.24,22.04,40460
39.43,24.63,49036
64.21,21.35,37299
45.82,13.91,48781
38.9,26.39,41811
45.07,19.56,14935
29.4,16.6,10485
41.59,23.12,33002
44.17,23.51,40040
56.41,14.53,33269
41.57,16.67,41535
57.08,31.77,23650
46.38,25.09,26128
45.35,19.67,5635
42.27,20.23,40669
44.68,12.57,31396
49.34,29.74,20690
54.93,19.73,23481
46.02,18.91,33988
37.0,24.83,13973
47.41,25.7,42255
29.36,32.15,9655
45.95,27.66,37415
49.05,17.6,43624
28.56,30.05,46803
57.49,17.22,6357
56.75,33.78,5463
67.61,25.57,25294
66.25,20.22,46685
55.92,18.68,10858
66.7,27.04,42888
54.98,18.83,21121
42.68,23.01,8204
49.1,26.79,35815
46.32,25.21,47422
39.4,15.17,28680
39.99,17.91,29028
46.18,34.32,34688
34.21,15.72,5260
39.17,19.5,34148
65.66,16.63,7241
41.25,14.74,47208
22.21,33.18,45296
29.07,26.95,8556
52.94,28.39,16806
26.5,29.96,34561
60.55,32.32,43048
52.38,15.91,6878
44.03,18.86,18770
42.75,21.52,41650
47.46,15.25,15223
55.9,19.25,24161
49.28,23.38,31235
41.23,27.45,9534
52.11,17.94,5631
53.3,16.92,33360
62.01,26.67,36304
37.01,26.04,5739
39.14,25.99,27657
60.77,26.8,24337
38.7,12.59,40168
22.29,29.41,47763
47.21,21.9,48437
36.58,29.68,46459
56.83,16.09,16962
41.85,39.55,45182
39.56,15.18,30248
54.94,22.43,15628
52.42,26.61,15773
46.24,20.31,15625
56.37,7.53,33595
46.15,19.08,24132
39.05,29.78,20082
44.96,16.71,13223
35.65,24.29,33314
45.41,21.62,37578
53.34,19.51,48002
28.21,16.08,14840
46.33,21.82,8320
61.04,25.04,28998
45.77,29.47,6305
43.3,36.24,34671
26.1,28.29,35884
45.82,20.52,46024
45.39,15.49,24324
65.44,35.54,24341
35.29,30.49,6182
36.73,22.2,22735
40.85,21.61,15796
43.86,23.57,7516
44.34,16.65,34095
47.81,16.16,5934
30.88,12.43,10966
38.67,13.75,19183
38.76,25.03,30163
31.65,28.96,48235
47.0,12.02,8025
41.45,18.01,35115
59.83,18.62,12942
47.07,29.35,7915
43.79,22.93,31956
35.14,20.23,42434
55.74,18.75,44018
56.61,20.56,23234
45.02,30.9,19051
54.58,14.03,20932
42.66,30.56,48842
52.65,19.11,6026
22.61,19.24,14484
66.25,22.79,30557
32.41,26.68,11809
50.82,14.38,25310
43.7,18.97,35242
58.39,18.52,6383
44.41,28.74,28092
66.02,29.51,8731
39.12,26.04,34375
60.88,19.08,44798
53.05,24.42,15716
43.37,24.84,18919
44.07,20.38,16690
38.3,26.81,41513
48.48,20.5,32450
47.86,28.61,32490
28.99,21.96,43667
54.43,14.89,39335
31.68,18.25,6377
48.15,12.84,15032
55.05,15.97,17564
39.32,30.47,33162
60.98,29.3,13882
43.27,33.28,27284
66.78,24.03,38069
50.57,23.61,30863
22.78,23.9,12845
40.46,26.84,18826
32.93,19.6,42055
58.64,21.67,47152
53.86,19.9,38088
42.56,32.36,46294
32.68,16.62,35006
66.51,23.26,27768
49.37,26.38,15696
59.61,25.71,7540
60.89,18.09,16327
35.75,20.22,46573
29.32,26.62,6967
46.01,28.44,27169
47.38,34.08,45970
56.57,40.31,24816
49.47,34.98,40492
49.38,9.75,15503
28.89,26.91,12331
30.27,14.36,14300
38.78,27.94,27399
44.18,19.25,21981
33.91,21.02,10616
32.6,22.36,24797
65.41,20.05,31446
57.79,24.7,30992
32.95,16.86,9242
30.83,35.23,21471
60.68,14.88,27063
51.64,15.97,44319
29.56,23.61,13536
48.1,20.8,34465
44.63,22.56,21239
61.87,16.14,42910
55.94,13.64,8137
39.14,19.27,27605
60.93,25.69,14499
37.57,29.32,14213
49.08,21.93,21910
38.73,22.62,7289
40.01,17.83,33285
36.87,34.35,45408
57.0,28.62,26800
47.39,12.6,27730
59.75,29.35,22621
33.86,31.47,24594
54.36,16.9,20872
43.8,21.65,9178
62.71,20.5,32620
50.76,18.2,43757
36.43,10.88,43592
51.9,24.48,23599
29.89,14.91,18884
46.24,14.53,35924
66.8,29.19,6198
29.78,19.96,19988
36.69,15.37,24523
35.19,28.35,36630
29.96,35.68,46355
43.41,23.59,34617
49.89,10.77,14248
30.14,37.53,49155
56.88,16.26,7086
44.62,22.76,44500
53.98,23.02,13349
62.46,22.33,29520
42.27,16.72,20716
26.47,18.22,21654
53.36,14.81,5970
37.04,32.15,11797
29.17,20.98,22625
39.54,12.54,6135
46.89,15.39,11475
33.46,18.39,6827
65.56,26.1,33094
32.33,18.83,49989
46.5,16.93,44015
60.1,17.75,38888
49.63,20.24,43141
34.83,17.39,39805
36.5,16.66,31460
35.58,28.61,15981
50.26,26.82,34606
56.1,16.22,7282
64.75,18.5,37721
30.84,28.83,45857
49.36,27.96,18546
38.43,14.69,28563
34.72,20.0,16635
44.08,23.17,34794
59.17,25.52,5814
48.93,26.82,34615
48.3,28.32,48546
33.3,28.24,24722
60.87,24.79,40413
66.22,17.74,5422
40.71,17.7,21728
34.91,14.79,47183
32.16,21.45,32453
64.57,11.37,17652
31.58,34.01,15162
46.79,19.31,13920
54.91,22.6,28908
40.68,23.05,39644
42.11,26.88,33656
56.58,25.91,11067
27.39,19.4,6741
67.7,12.61,26626
32.26,29.33,6458
35.06,16.84,11266
48.46,16.61,5883
47.83,13.82,13229
63.24,16.82,48333
22.09,24.69,41129
61.71,16.64,41413
49.63,16.82,12372
54.58,19.3,16772
39.21,21.52,34004
45.6,20.98,12302
37.33,25.59,13211
47.13,14.87,12720
49.36,22.52,18455
54.53,16.03,26529
61.86,21.47,47478
38.15,33.7,48147
56.49,26.51,17529
34.84,15.48,16960
59.41,32.39,37989
51.28,22.28,27847
28.13,14.39,30075
28.96,28.74,29397
44.07,17.72,21637
42.72,22.79,22850
43.18,27.89,30205
61.34,16.6,48321
22.34,28.51,15552
48.02,23.93,18183
48.47,16.83,29244
41.9,14.97,44702
55.28,11.52,32732
51.75,26.37,33200
39.35,19.2,45791
60.84,17.66,29934
44.96,15.63,21134
56.47,28.7,23322
57.73,17.56,42840
64.02,21.2,20794
54.19,19.19,23053
49.84,22.94,40420
50.04,20.68,44741
44.69,24.21,37805
22.35,16.09,25456
38.23,24.33,38682
43.89,25.38,47940
57.56,21.47,6112
64.1,29.38,7964
27.08,25.04,47638
48.17,37.15,31124
43.29,22.04,42634
34.51,29.77,19141
40.75,18.12,6205
51.18,30.89,35164
59.3,14.74,32087
47.85,21.19,33082
38.35,23.9,8095
53.37,32.55,15755
53.88,26.88,39037
51.43,30.02,6283
33.6,15.9,43749
48.7,13.23,30197
41.59,27.3,45932
42.24,20.57,17851
57.08,24.92,12654
33.33,18.36,8853
36.78,29.3,33753
31.72,15.88,14918
53.03,30.54,10056
40.04,29.7,35454
48.37,20.18,15058
42.47,31.95,22319
38.91,15.47,13531
34.94,10.95,43436
52.77,19.68,5326
38.06,22.36,30483
53.68,17.77,32838
40.36,22.29,7845
54.25,25.22,42629
34.33,18.39,17062
59.73,21.88,24050
43.7,11.75,7081
50.27,12.69,13817
40.69,23.77,37484
41.55,33.2,13663
41.23,34.26,28318
51.68,31.96,30956
52.49,22.51,45677
40.8,18.67,49237
55.37,21.86,42813
55.73,15.74,39283
55.74,25.48,38630
41.66,24.75,42836
50.03,17.69,15436
53.89,36.91,14587
51.42,23.93,37392
54.62,23.18,38193
31.25,16.28,5222
53.02,21.16,41075
48.34,22.49,18025
63.35,21.06,12907
51.69,13.47,12133
43.61,40.86,34803
39.24,25.11,41638
51.88,29.1,33956
46.97,17.15,41371
50.3,11.92,24698
55.56,20.86,48811
46.56,32.87,43371
56.55,22.47,25839
47.51,30.52,34386
41.25,33.29,29539
34.45,14.15,24271
46.42,20.0,19565
66.24,10.6,30760
40.41,25.38,14867
49.25,27.57,12826
39.5,21.72,27282
32.24,26.74,44269
67.51,15.45,6097
58.56,25.98,44522
35.96,18.9,46804
55.06,17.58,32982
29.47,28.45,11531
36.32,17.78,18838
49.62,18.11,47889
32.4,17.73,38066
61.31,35.31,33997
31.84,19.25,45071
65.91,18.01,19591
53.14,23.46,17848
41.2,25.54,41289
64.14,26.58,21169
63.89,20.38,43741
36.56,36.26,41116
29.99,28.38,16507
56.47,22.64,21626
47.04,23.61,20871
66.36,10.02,32768
39.08,17.11,12551
38.63,19.69,8260
29.62,33.45,37430
34.52,36.94,18404
48.72,19.51,7531
43.18,22.94,20166
47.99,35.46,31753
47.28,15.39,21750
49.56,31.16,23199
43.35,29.89,48180
64.39,26.05,17314
38.2,16.91,25221
53.75,25.08,11499
39.89,14.42,46541
44.75,25.83,34809
29.56,20.31,31433
47.82,33.8,22900
29.92,34.71,29437
57.6,25.59,15542
50.02,20.32,39535
48.38,18.13,45837
53.75,16.26,14314
33.16,25.01,22768
28.98,36.04,48327
24.93,17.59,10262
52.71,9.33,34790
37.85,11.68,11289
34.47,23.68,48843
42.75,18.69,43997
45.4,26.46,43264
58.21,33.47,10938
40.7,22.32,38380
30.9,21.71,21833
31.96,14.04,22097
64.86,29.31,21267
61.45,17.16,26709
60.22,26.95,31049
56.46,16.77,20320
45.73,31.32,21306
33.16,24.61,10182
52.41,29.97,18983
33.49,31.84,43612
61.02,29.23,29099
55.01,23.55,24387
44.13,17.49,47128
57.12,22.61,7367
55.79,22.4,29956
57.36,19.69,42697
38.39,24.72,25573
47.27,24.98,40732
48.17,30.5,6855
41.93,17.7,47125
29.33,25.32,35422
35.11,33.24,39612
33.19,30.93,22228
49.62,23.74,30549
44.62,10.99,42704
61.92,15.89,7993
54.74,31.81,23239
52.04,13.93,41719
30.72,29.04,16885
47.2,33.89,13657
64.02,29.09,20359
62.85,21.52,13765
50.31,23.41,11633
49.62,31.45,32697
55.36,37.25,17602
25.97,30.9,32738
40.91,16.96,25749
52.46,18.44,19923
34.34,26.05,44051
43.19,30.05,43752
42.23,13.83,49906
47.75,16.86,47791
43.4,24.3,37073
49.37,25.48,12385
52.42,19.99,33054
53.66,21.22,37343
57.56,17.09,33086
44.77,19.6,36334
58.78,22.88,35879
54.79,29.61,31621
32.83,19.41,22352
41.73,18.71,28429
37.89,34.55,38708
33.47,20.24,6039
39.48,22.41,27450
59.52,19.17,46112
49.53,17.38,16244
48.76,32.97,39862
32.11,16.86,47836
55.76,20.55,11924
34.4,17.92,49620
22.29,21.59,25223
56.71,16.1,23375
50.96,19.24,31762
67.08,13.75,45194
58.35,17.0,30628
39.46,19.59,6747
54.71,18.99,30966
35.87,14.33,24456
51.95,25.33,42822
47.42,31.17,17037
61.86,19.51,36873
45.22,17.44,7122
36.33,32.15,41351
44.89,22.64,12611
47.91,18.27,14673
32.42,13.67,42254
36.76,20.29,24352
28.07,29.71,24938
51.99,18.36,8842
32.07,26.83,28718
22.87,19.01,43782
37.04,15.91,36432
49.01,22.89,33102
54.27,15.94,28617
54.11,16.3,32410
45.98,19.01,30585
34.7,21.38,7050
37.17,29.43,48232
41.11,28.85,25426
46.44,23.62,33524
54.26,19.32,48798
60.03,29.38,9489
49.58,29.19,7523
48.29,26.98,20911
58.92,23.62,13548
48.05,21.07,11631
44.8,16.78,44347
52.82,25.16,14670
37.5,27.39,21953
53.35,20.41,11532
40.84,17.68,6783
46.46,23.31,39360
42.45,8.97,37078
64.38,18.07,22260
44.34,20.78,27846
61.95,21.17,5566
34.66,24.08,25307
58.45,19.35,32867
65.16,32.45,28451
40.15,23.26,25770
40.93,35.93,17311
67.9,29.81,21417
57.37,14.32,42016
25.56,25.2,31621
46.95,23.12,39391
37.45,30.0,40080
61.09,15.41,31873
58.86,32.39,26658
28.81,21.27,15020
37.02,29.31,15798
27.83,32.28,43388
65.28,15.25,40667
42.14,29.77,36298
38.46,37.06,6889
33.78,25.74,36238
50.43,20.19,46370
44.53,17.1,36645
45.29,23.95,22127
28.55,16.2,9483
46.14,19.75,40851
42.31,20.54,17593
34.78,17.16,15631
55.87,14.9,5967
66.88,31.98,8112
35.94,28.7,7540
27.77,22.19,18817
42.36,14.08,12948
38.03,20.05,29497
30.16,28.29,24037
50.68,21.06,23576
48.97,15.89,28416
60.66,21.01,22533
52.71,25.96,34087
53.68,17.14,27614
30.51,18.36,49583
30.67,18.15,25023
45.67,15.38,40358
35.44,18.81,7861
51.37,10.01,15001
39.74,13.97,47996
57.55,9.6,40061
42.88,21.63,45321
28.12,23.78,42231
50.78,15.39,43781
38.15,18.28,47480
65.98,14.9,35382
43.8,15.5,42408
47.76,34.84,32035
39.07,19.5,49959
61.49,23.61,29071
23.74,22.59,7653
65.84,20.23,14446
63.11,33.94,30174
61.22,21.12,11246
46.52,10.47,33713
46.54,20.63,8782
45.57,26.79,6418
56.95,27.36,31601
48.86,35.09,28965
42.39,20.87,23697
24.01,19.49,6926
65.26,22.53,8425
36.66,12.08,43821
46.01,13.77,22171
33.88,29.26,21199
57.94,29.8,22562
57.93,19.9,17929
26.14,21.74,33061
35.32,18.53,6876
35.35,25.32,18392
53.91,23.27,22970
51.79,14.22,44040
39.77,39.76,37418
63.43,17.42,35429
39.17,22.2,10900
48.44,35.39,33828
32.95,18.87,13811
46.25,18.94,46729
32.07,38.21,10559
47.36,18.13,34467
59.04,26.12,24585
60.23,18.35,49308
48.06,22.12,35226
43.81,29.58,20298
59.66,20.95,36841
44.47,15.37,42800
49.49,24.63,8310
40.36,17.12,42432
53.12,16.91,20670
33.84,33.31,49290
48.34,28.13,20376
35.97,23.83,45943
58.92,14.3,49942
42.55,19.2,35116
37.12,18.24,47878
50.51,16.71,47138
58.91,13.54,45866
41.86,10.05,31016
36.94,31.1,5815
39.72,32.49,42921
48.89,26.74,46365
59.51,18.06,24764
36.82,18.39,30825
39.22,12.11,12776
28.71,24.23,8166
63.08,27.56,24347
52.28,24.79,16627
40.58,20.5,11528
28.29,22.83,10256
58.78,18.97,8536
39.91,13.69,40084
41.68,20.2,6163
50.55,23.3,40575
64.17,16.4,34428
49.79,21.95,7530
33.4,26.51,45560
55.91,18.58,24021
59.27,25.17,27423
38.99,29.06,15967
44.24,19.92,32536
59.71,20.96,22952
47.27,22.68,11722
38.65,27.92,22798
51.81,11.92,10277
24.48,17.95,15499
50.94,30.73,23597
48.43,21.56,18970
47.99,22.18,33902
56.28,31.1,28322
28.23,23.17,8699
57.54,12.99,10905
47.27,21.23,46451
43.39,14.35,39608
43.55,34.97,11235
43.3,15.22,10590
55.34,26.69,12419
44.79,27.76,7893
44.59,31.81,29899
44.45,25.38,40410
38.13,14.86,35037
59.55,30.37,30338
41.93,22.3,42645
48.01,14.79,15701
32.8,23.26,23167
42.5,25.85,9405
48.89,25.41,31568
25.37,25.94,20294
40.28,13.77,5808
30.34,20.6,49636
23.34,22.12,7199
43.16,20.82,35776
36.03,19.22,21559
25.65,32.98,49345
40.69,28.02,44664
36.77,21.13,39214
55.75,18.99,45719
41.71,28.44,17315
47.71,26.95,42829
46.31,30.6,46973
42.4,16.66,39162
33.95,29.48,8290
55.79,25.53,29898
59.09,20.83,18502
45.63,18.63,49639
33.59,20.92,26314
28.03,28.84,27615
55.97,18.96,12053
38.21,23.13,38623
55.14,24.11,7887
50.12,22.13,6276
42.06,17.79,47566
38.41,18.88,26197
43.93,9.63,35717
39.86,30.15,11910
40.65,25.14,36184
24.3,24.08,17067
45.76,22.3,38701
42.01,13.75,42059
47.13,15.4,9187
